"날짜","시간","경기","구장","경기날짜및시간","원정팀","원점팀_점수","홈팀_점수","홈팀","비고","홈팀_결과","원정팀_결과"
"","17:00","롯데 4vs11 SK","문학","2010-05-30 17:00","롯데",4,11,"SK","정규시즌","승","패"
"","17:00","한화 2vs6 KIA","무등","2010-05-30 17:00","한화",2,6,"KIA","정규시즌","승","패"
"06.01(화)","18:30","넥센 1vs7 두산","잠실","2010-06-01 18:30","넥센",1,7,"두산","정규시즌","승","패"
"","18:30","한화 3vs0 SK","문학","2010-06-01 18:30","한화",3,0,"SK","정규시즌","패","승"
"","18:30","KIA 2vs4 삼성","대구","2010-06-01 18:30","KIA",2,4,"삼성","정규시즌","승","패"
"","18:30","LG 6vs5 롯데","사직","2010-06-01 18:30","LG",6,5,"롯데","정규시즌","패","승"
"06.02(수)","18:30","넥센 7vs1 두산","잠실","2010-06-02 18:30","넥센",7,1,"두산","정규시즌","패","승"
"","18:30","한화 1vs2 SK","문학","2010-06-02 18:30","한화",1,2,"SK","정규시즌","승","패"
"","18:30","KIA 2vs0 삼성","대구","2010-06-02 18:30","KIA",2,0,"삼성","정규시즌","패","승"
"","18:30","LG 9vs6 롯데","사직","2010-06-02 18:30","LG",9,6,"롯데","정규시즌","패","승"
"06.03(목)","18:30","넥센 0vs9 두산","잠실","2010-06-03 18:30","넥센",0,9,"두산","정규시즌","승","패"
"","18:30","한화 4vs3 SK","문학","2010-06-03 18:30","한화",4,3,"SK","정규시즌","패","승"
"","18:30","KIA 8vs3 삼성","대구","2010-06-03 18:30","KIA",8,3,"삼성","정규시즌","패","승"
"","18:30","LG 2vs11 롯데","사직","2010-06-03 18:30","LG",2,11,"롯데","정규시즌","승","패"
"06.04(금)","18:30","SK 7vs1 LG","잠실","2010-06-04 18:30","SK",7,1,"LG","정규시즌","패","승"
"","18:30","KIA 7vs4 넥센","목동","2010-06-04 18:30","KIA",7,4,"넥센","정규시즌","패","승"
"","18:30","두산 9vs5 한화","대전","2010-06-04 18:30","두산",9,5,"한화","정규시즌","패","승"
"","18:30","롯데 5vs3 삼성","대구","2010-06-04 18:30","롯데",5,3,"삼성","정규시즌","패","승"
"06.05(토)","17:00","SK 4vs3 LG","잠실","2010-06-05 17:00","SK",4,3,"LG","정규시즌","패","승"
"","17:00","KIA 5vs6 넥센","목동","2010-06-05 17:00","KIA",5,6,"넥센","정규시즌","승","패"
"","17:00","두산 6vs10 한화","대전","2010-06-05 17:00","두산",6,10,"한화","정규시즌","승","패"
"","17:00","롯데 10vs2 삼성","대구","2010-06-05 17:00","롯데",10,2,"삼성","정규시즌","패","승"
"06.06(일)","17:00","SK 3vs2 LG","잠실","2010-06-06 17:00","SK",3,2,"LG","정규시즌","패","승"
"","17:00","KIA 4vs5 넥센","목동","2010-06-06 17:00","KIA",4,5,"넥센","정규시즌","승","패"
"","17:00","두산 7vs1 한화","대전","2010-06-06 17:00","두산",7,1,"한화","정규시즌","패","승"
"","17:00","롯데 10vs1 삼성","대구","2010-06-06 17:00","롯데",10,1,"삼성","정규시즌","패","승"
"06.08(화)","18:30","한화 0vs3 LG","잠실","2010-06-08 18:30","한화",0,3,"LG","정규시즌","승","패"
"","18:30","롯데 2vs2 넥센","목동","2010-06-08 18:30","롯데",2,2,"넥센","정규시즌","무","무"
"","18:30","삼성 2vs5 SK","문학","2010-06-08 18:30","삼성",2,5,"SK","정규시즌","승","패"
"","18:30","두산 1vs2 KIA","무등","2010-06-08 18:30","두산",1,2,"KIA","정규시즌","승","패"
"06.09(수)","18:30","한화 4vs3 LG","잠실","2010-06-09 18:30","한화",4,3,"LG","정규시즌","패","승"
"","18:30","롯데 13vs3 넥센","목동","2010-06-09 18:30","롯데",13,3,"넥센","정규시즌","패","승"
"","18:30","삼성 6vs1 SK","문학","2010-06-09 18:30","삼성",6,1,"SK","정규시즌","패","승"
"","18:30","두산 0vs7 KIA","무등","2010-06-09 18:30","두산",0,7,"KIA","정규시즌","승","패"
"06.10(목)","18:30","한화 3vs7 LG","잠실","2010-06-10 18:30","한화",3,7,"LG","정규시즌","승","패"
"","18:30","롯데 10vs5 넥센","목동","2010-06-10 18:30","롯데",10,5,"넥센","정규시즌","패","승"
"","18:30","삼성 1vs2 SK","문학","2010-06-10 18:30","삼성",1,2,"SK","정규시즌","승","패"
"","18:30","두산 3vs1 KIA","무등","2010-06-10 18:30","두산",3,1,"KIA","정규시즌","패","승"
"06.11(금)","18:30","SK 4vs2 두산","잠실","2010-06-11 18:30","SK",4,2,"두산","정규시즌","패","승"
"","18:30","넥센 9vs7 삼성","대구","2010-06-11 18:30","넥센",9,7,"삼성","정규시즌","패","승"
"","18:30","LG 6vs3 KIA","무등","2010-06-11 18:30","LG",6,3,"KIA","정규시즌","패","승"
"","18:30","한화 2vs7 롯데","마산","2010-06-11 18:30","한화",2,7,"롯데","정규시즌","승","패"
"","16:00","넥센 1vs4 삼성","대구","2010-06-12 16:00","넥센",1,4,"삼성","정규시즌","승","패"
"","16:00","한화 0vs7 롯데","사직","2010-06-12 16:00","한화",0,7,"롯데","정규시즌","승","패"
"","16:00","LG 11vs0 KIA","무등","2010-06-12 16:00","LG",11,0,"KIA","정규시즌","패","승"
"06.13(일)","17:00","SK 3vs9 두산","잠실","2010-06-13 17:00","SK",3,9,"두산","정규시즌","승","패"
"","17:00","넥센 3vs1 삼성","대구","2010-06-13 17:00","넥센",3,1,"삼성","정규시즌","패","승"
"","17:00","한화 5vs4 롯데","사직","2010-06-13 17:00","한화",5,4,"롯데","정규시즌","패","승"
"","17:00","LG 5vs9 KIA","무등","2010-06-13 17:00","LG",5,9,"KIA","정규시즌","승","패"
"06.15(화)","18:30","두산 14vs9 LG","잠실","2010-06-15 18:30","두산",14,9,"LG","정규시즌","패","승"
"","18:30","SK 2vs1 넥센","목동","2010-06-15 18:30","SK",2,1,"넥센","정규시즌","패","승"
"","18:30","KIA 7vs1 한화","대전","2010-06-15 18:30","KIA",7,1,"한화","정규시즌","패","승"
"","18:30","삼성 9vs5 롯데","사직","2010-06-15 18:30","삼성",9,5,"롯데","정규시즌","패","승"
"06.16(수)","18:30","두산 10vs6 LG","잠실","2010-06-16 18:30","두산",10,6,"LG","정규시즌","패","승"
"","18:30","SK 10vs2 넥센","목동","2010-06-16 18:30","SK",10,2,"넥센","정규시즌","패","승"
"","18:30","KIA 8vs1 한화","대전","2010-06-16 18:30","KIA",8,1,"한화","정규시즌","패","승"
"","18:30","삼성 11vs7 롯데","사직","2010-06-16 18:30","삼성",11,7,"롯데","정규시즌","패","승"
"06.17(목)","16:30","두산 5vs6 LG","잠실","2010-06-17 16:30","두산",5,6,"LG","정규시즌","승","패"
"","16:30","SK 4vs11 넥센","목동","2010-06-17 16:30","SK",4,11,"넥센","정규시즌","승","패"
"","16:30","KIA 7vs6 한화","대전","2010-06-17 16:30","KIA",7,6,"한화","정규시즌","패","승"
"","16:30","삼성 2vs2 롯데","사직","2010-06-17 16:30","삼성",2,2,"롯데","정규시즌","무","무"
"06.18(금)","18:30","롯데 4vs7 LG","잠실","2010-06-18 18:30","롯데",4,7,"LG","정규시즌","승","패"
"","18:30","KIA 3vs4 SK","문학","2010-06-18 18:30","KIA",3,4,"SK","정규시즌","승","패"
"","18:30","한화 7vs2 삼성","대구","2010-06-18 18:30","한화",7,2,"삼성","정규시즌","패","승"
"06.19(토)","17:00","롯데 8vs9 LG","잠실","2010-06-19 17:00","롯데",8,9,"LG","정규시즌","승","패"
"","17:00","두산 8vs5 넥센","목동","2010-06-19 17:00","두산",8,5,"넥센","정규시즌","패","승"
"","17:00","KIA 4vs10 SK","문학","2010-06-19 17:00","KIA",4,10,"SK","정규시즌","승","패"
"","17:00","한화 3vs2 삼성","대구","2010-06-19 17:00","한화",3,2,"삼성","정규시즌","패","승"
"06.20(일)","17:00","롯데 10vs5 LG","잠실","2010-06-20 17:00","롯데",10,5,"LG","정규시즌","패","승"
"","17:00","두산 1vs2 넥센","목동","2010-06-20 17:00","두산",1,2,"넥센","정규시즌","승","패"
"","17:00","KIA 0vs4 SK","문학","2010-06-20 17:00","KIA",0,4,"SK","정규시즌","승","패"
"","17:00","한화 3vs6 삼성","대구","2010-06-20 17:00","한화",3,6,"삼성","정규시즌","승","패"
"06.22(화)","18:30","삼성 5vs8 두산","잠실","2010-06-22 18:30","삼성",5,8,"두산","정규시즌","승","패"
"","18:30","LG 4vs11 SK","문학","2010-06-22 18:30","LG",4,11,"SK","정규시즌","승","패"
"","18:30","넥센 10vs3 KIA","무등","2010-06-22 18:30","넥센",10,3,"KIA","정규시즌","패","승"
"","18:30","한화 2vs3 롯데","마산","2010-06-22 18:30","한화",2,3,"롯데","정규시즌","승","패"
"06.23(수)","18:30","삼성 10vs1 두산","잠실","2010-06-23 18:30","삼성",10,1,"두산","정규시즌","패","승"
"","18:30","LG 10vs3 SK","문학","2010-06-23 18:30","LG",10,3,"SK","정규시즌","패","승"
"","18:30","넥센 3vs2 KIA","무등","2010-06-23 18:30","넥센",3,2,"KIA","정규시즌","패","승"
"","18:30","한화 1vs3 롯데","마산","2010-06-23 18:30","한화",1,3,"롯데","정규시즌","승","패"
"06.24(목)","18:30","삼성 5vs3 두산","잠실","2010-06-24 18:30","삼성",5,3,"두산","정규시즌","패","승"
"","18:30","LG 2vs9 SK","문학","2010-06-24 18:30","LG",2,9,"SK","정규시즌","승","패"
"","18:30","넥센 7vs3 KIA","무등","2010-06-24 18:30","넥센",7,3,"KIA","정규시즌","패","승"
"","18:30","한화 5vs9 롯데","마산","2010-06-24 18:30","한화",5,9,"롯데","정규시즌","승","패"
"06.25(금)","18:30","KIA 5vs10 두산","잠실","2010-06-25 18:30","KIA",5,10,"두산","정규시즌","승","패"
"","18:30","삼성 8vs5 넥센","목동","2010-06-25 18:30","삼성",8,5,"넥센","정규시즌","패","승"
"","18:30","LG 13vs8 한화","대전","2010-06-25 18:30","LG",13,8,"한화","정규시즌","패","승"
"06.26(토)","17:00","KIA 0vs8 두산","잠실","2010-06-26 17:00","KIA",0,8,"두산","정규시즌","승","패"
"","17:00","삼성 8vs3 넥센","목동","2010-06-26 17:00","삼성",8,3,"넥센","정규시즌","패","승"
"","17:00","LG 7vs2 한화","대전","2010-06-26 17:00","LG",7,2,"한화","정규시즌","패","승"
"06.27(일)","17:00","KIA 3vs6 두산","잠실","2010-06-27 17:00","KIA",3,6,"두산","정규시즌","승","패"
"","17:00","삼성 2vs1 넥센","목동","2010-06-27 17:00","삼성",2,1,"넥센","정규시즌","패","승"
"","17:00","LG 2vs7 한화","대전","2010-06-27 17:00","LG",2,7,"한화","정규시즌","승","패"
"","17:00","SK 6vs4 롯데","사직","2010-06-27 17:00","SK",6,4,"롯데","정규시즌","패","승"
"06.29(화)","18:30","넥센 4vs8 LG","잠실","2010-06-29 18:30","넥센",4,8,"LG","정규시즌","승","패"
"","18:30","두산 10vs2 한화","대전","2010-06-29 18:30","두산",10,2,"한화","정규시즌","패","승"
"","18:30","롯데 1vs6 삼성","대구","2010-06-29 18:30","롯데",1,6,"삼성","정규시즌","승","패"
"","18:30","SK 6vs5 KIA","무등","2010-06-29 18:30","SK",6,5,"KIA","정규시즌","패","승"
"06.30(수)","18:30","넥센 7vs3 LG","잠실","2010-06-30 18:30","넥센",7,3,"LG","정규시즌","패","승"
"","18:30","두산 1vs0 한화","대전","2010-06-30 18:30","두산",1,0,"한화","정규시즌","패","승"
"","18:30","롯데 3vs4 삼성","대구","2010-06-30 18:30","롯데",3,4,"삼성","정규시즌","승","패"
"","18:30","SK 10vs5 KIA","무등","2010-06-30 18:30","SK",10,5,"KIA","정규시즌","패","승"
"07.01(목)","18:30","넥센 12vs5 LG","잠실","2010-07-01 18:30","넥센",12,5,"LG","정규시즌","패","승"
"","18:30","두산 4vs3 한화","대전","2010-07-01 18:30","두산",4,3,"한화","정규시즌","패","승"
"","18:30","롯데 6vs7 삼성","대구","2010-07-01 18:30","롯데",6,7,"삼성","정규시즌","승","패"
"","18:30","SK 8vs2 KIA","무등","2010-07-01 18:30","SK",8,2,"KIA","정규시즌","패","승"
"07.03(토)","17:00","롯데 14vs13 LG","잠실","2010-07-03 17:00","롯데",14,13,"LG","정규시즌","패","승"
"","17:00","한화 7vs2 넥센","목동","2010-07-03 17:00","한화",7,2,"넥센","정규시즌","패","승"
"","17:00","두산 7vs8 SK","문학","2010-07-03 17:00","두산",7,8,"SK","정규시즌","승","패"
"","17:00","KIA 0vs3 삼성","대구","2010-07-03 17:00","KIA",0,3,"삼성","정규시즌","승","패"
"07.04(일)","17:00","롯데 6vs2 LG","잠실","2010-07-04 17:00","롯데",6,2,"LG","정규시즌","패","승"
"","17:00","한화 7vs1 넥센","목동","2010-07-04 17:00","한화",7,1,"넥센","정규시즌","패","승"
"","17:00","두산 2vs4 SK","문학","2010-07-04 17:00","두산",2,4,"SK","정규시즌","승","패"
"","17:00","KIA 3vs5 삼성","대구","2010-07-04 17:00","KIA",3,5,"삼성","정규시즌","승","패"
"07.06(화)","18:30","KIA 2vs7 두산","잠실","2010-07-06 18:30","KIA",2,7,"두산","정규시즌","승","패"
"","18:30","삼성 4vs0 SK","문학","2010-07-06 18:30","삼성",4,0,"SK","정규시즌","패","승"
"","18:30","LG 6vs2 한화","대전","2010-07-06 18:30","LG",6,2,"한화","정규시즌","패","승"
"","18:30","넥센 4vs6 롯데","마산","2010-07-06 18:30","넥센",4,6,"롯데","정규시즌","승","패"
"","18:30","삼성 9vs6 SK","문학","2010-07-07 18:30","삼성",9,6,"SK","정규시즌","패","승"
"","18:30","LG 7vs10 한화","대전","2010-07-07 18:30","LG",7,10,"한화","정규시즌","승","패"
"","18:30","넥센 3vs2 롯데","마산","2010-07-07 18:30","넥센",3,2,"롯데","정규시즌","패","승"
"07.08(목)","18:30","KIA 2vs5 두산","잠실","2010-07-08 18:30","KIA",2,5,"두산","정규시즌","승","패"
"","18:30","삼성 0vs6 SK","문학","2010-07-08 18:30","삼성",0,6,"SK","정규시즌","승","패"
"","18:30","LG 1vs4 한화","대전","2010-07-08 18:30","LG",1,4,"한화","정규시즌","승","패"
"","18:30","넥센 4vs10 롯데","마산","2010-07-08 18:30","넥센",4,10,"롯데","정규시즌","승","패"
"07.09(금)","18:30","두산 7vs9 LG","잠실","2010-07-09 18:30","두산",7,9,"LG","정규시즌","승","패"
"","18:30","삼성 8vs7 넥센","목동","2010-07-09 18:30","삼성",8,7,"넥센","정규시즌","패","승"
"","18:30","SK 4vs5 롯데","사직","2010-07-09 18:30","SK",4,5,"롯데","정규시즌","승","패"
"","18:30","한화 2vs4 KIA","무등","2010-07-09 18:30","한화",2,4,"KIA","정규시즌","승","패"
"07.10(토)","17:00","두산 6vs16 LG","잠실","2010-07-10 17:00","두산",6,16,"LG","정규시즌","승","패"
"","17:00","삼성 3vs1 넥센","목동","2010-07-10 17:00","삼성",3,1,"넥센","정규시즌","패","승"
"","17:00","SK 6vs2 롯데","사직","2010-07-10 17:00","SK",6,2,"롯데","정규시즌","패","승"
"","17:00","한화 3vs12 KIA","무등","2010-07-10 17:00","한화",3,12,"KIA","정규시즌","승","패"
"07.11(일)","17:00","두산 5vs0 LG","잠실","2010-07-11 17:00","두산",5,0,"LG","정규시즌","패","승"
"","17:00","삼성 2vs1 넥센","목동","2010-07-11 17:00","삼성",2,1,"넥센","정규시즌","패","승"
"","18:30","롯데 9vs2 넥센","목동","2010-07-13 18:30","롯데",9,2,"넥센","정규시즌","패","승"
"","18:30","한화 3vs7 SK","문학","2010-07-13 18:30","한화",3,7,"SK","정규시즌","승","패"
"","18:30","두산 6vs9 삼성","대구","2010-07-13 18:30","두산",6,9,"삼성","정규시즌","승","패"
"07.14(수)","18:30","KIA 1vs3 LG","잠실","2010-07-14 18:30","KIA",1,3,"LG","정규시즌","승","패"
"","18:30","롯데 2vs2 넥센","목동","2010-07-14 18:30","롯데",2,2,"넥센","정규시즌","무","무"
"","18:30","한화 8vs5 SK","문학","2010-07-14 18:30","한화",8,5,"SK","정규시즌","패","승"
"","18:30","두산 8vs4 삼성","대구","2010-07-14 18:30","두산",8,4,"삼성","정규시즌","패","승"
"07.15(목)","18:30","KIA 5vs6 LG","잠실","2010-07-15 18:30","KIA",5,6,"LG","정규시즌","승","패"
"","18:30","롯데 4vs9 넥센","목동","2010-07-15 18:30","롯데",4,9,"넥센","정규시즌","승","패"
"","18:30","한화 7vs8 SK","문학","2010-07-15 18:30","한화",7,8,"SK","정규시즌","승","패"
"","18:30","두산 4vs9 삼성","대구","2010-07-15 18:30","두산",4,9,"삼성","정규시즌","승","패"
"","17:00","넥센 5vs3 한화","대전","2010-07-17 17:00","넥센",5,3,"한화","정규시즌","패","승"
"","17:00","LG 2vs3 삼성","대구","2010-07-17 17:00","LG",2,3,"삼성","정규시즌","승","패"
"","17:00","SK 9vs3 KIA","군산","2010-07-17 17:00","SK",9,3,"KIA","정규시즌","패","승"
"07.18(일)","17:00","롯데 1vs3 두산","잠실","2010-07-18 17:00","롯데",1,3,"두산","정규시즌","승","패"
"","17:00","넥센 3vs7 한화","대전","2010-07-18 17:00","넥센",3,7,"한화","정규시즌","승","패"
"","17:00","LG 0vs7 삼성","대구","2010-07-18 17:00","LG",0,7,"삼성","정규시즌","승","패"
"","17:00","SK 8vs2 KIA","군산","2010-07-18 17:00","SK",8,2,"KIA","정규시즌","패","승"
"07.20(화)","18:30","LG 5vs8 두산","잠실","2010-07-20 18:30","LG",5,8,"두산","정규시즌","승","패"
"","18:30","SK 7vs5 넥센","목동","2010-07-20 18:30","SK",7,5,"넥센","정규시즌","패","승"
"","18:30","롯데 3vs4 한화","대전","2010-07-20 18:30","롯데",3,4,"한화","정규시즌","승","패"
"","18:30","삼성 7vs3 KIA","무등","2010-07-20 18:30","삼성",7,3,"KIA","정규시즌","패","승"
"07.21(수)","18:30","LG 4vs6 두산","잠실","2010-07-21 18:30","LG",4,6,"두산","정규시즌","승","패"
"","18:30","SK 3vs10 넥센","목동","2010-07-21 18:30","SK",3,10,"넥센","정규시즌","승","패"
"","18:30","롯데 0vs1 한화","대전","2010-07-21 18:30","롯데",0,1,"한화","정규시즌","승","패"
"","18:30","삼성 0vs5 KIA","무등","2010-07-21 18:30","삼성",0,5,"KIA","정규시즌","승","패"
"07.22(목)","18:30","LG 1vs5 두산","잠실","2010-07-22 18:30","LG",1,5,"두산","정규시즌","승","패"
"","18:30","SK 1vs3 넥센","목동","2010-07-22 18:30","SK",1,3,"넥센","정규시즌","승","패"
"","18:30","롯데 9vs1 한화","대전","2010-07-22 18:30","롯데",9,1,"한화","정규시즌","패","승"
"","18:30","삼성 10vs5 KIA","무등","2010-07-22 18:30","삼성",10,5,"KIA","정규시즌","패","승"
"07.24(토)","18:30","WEST 8vs9 EAST","대구","2010-07-24 18:30","WEST",8,9,"EAST","올스타","승","패"
"07.27(화)","18:30","SK 0vs4 LG","잠실","2010-07-27 18:30","SK",0,4,"LG","정규시즌","승","패"
"","18:30","두산 4vs3 넥센","목동","2010-07-27 18:30","두산",4,3,"넥센","정규시즌","패","승"
"","18:30","KIA 7vs5 롯데","사직","2010-07-27 18:30","KIA",7,5,"롯데","정규시즌","패","승"
"07.28(수)","18:30","SK 8vs9 LG","잠실","2010-07-28 18:30","SK",8,9,"LG","정규시즌","승","패"
"","18:30","두산 5vs1 넥센","목동","2010-07-28 18:30","두산",5,1,"넥센","정규시즌","패","승"
"","18:30","삼성 3vs2 한화","대전","2010-07-28 18:30","삼성",3,2,"한화","정규시즌","패","승"
"07.29(목)","18:30","SK 5vs3 LG","잠실","2010-07-29 18:30","SK",5,3,"LG","정규시즌","패","승"
"","18:30","두산 2vs2 넥센","목동","2010-07-29 18:30","두산",2,2,"넥센","정규시즌","무","무"
"","18:30","삼성 9vs2 한화","대전","2010-07-29 18:30","삼성",9,2,"한화","정규시즌","패","승"
"","18:30","KIA 12vs5 롯데","사직","2010-07-29 18:30","KIA",12,5,"롯데","정규시즌","패","승"
"07.30(금)","18:30","한화 4vs2 두산","잠실","2010-07-30 18:30","한화",4,2,"두산","정규시즌","패","승"
